ref_musee;nom_du_musee;regions;ville;annee;departements;date_appellation;payant;gratuit;total;note;commentaire
9304601;Musée Municipal;ILE-DE-FRANCE;LIVRY-GARGAN;2017;SEINE SAINT-DENIS;01/02/2003;;;;F;
9306601;Musée d'Art et d'Histoire;ILE-DE-FRANCE;SAINT-DENIS;2017;SEINE SAINT-DENIS;01/02/2003;12487;4526;17013;;
9401501;Musée Adrien Mentienne;ILE-DE-FRANCE;BRY-SUR-MARNE;2017;VAL DE MARNE;01/02/2003;0;1265;1265;;
9401701;Musée de la Résistance Nationale;ILE-DE-FRANCE;CHAMPIGNY-SUR-MARNE;2017;VAL DE MARNE;01/02/2003;0;213;213;;
9406801;Musée de Saint-Maur - Villa Médicis;ILE-DE-FRANCE;LA VARENNE-SAINT-HILAIRE;2017;VAL DE MARNE;11/01/2003;209;16559;16768;;
9408101;MAC VAL, Musée d'Art Contemporain du Val-de-Marne;ILE-DE-FRANCE;VITRY SUR SEINE;2017;VAL DE MARNE;01/02/2003;8209;60758;68967;;
9529501;Musée Archéologique du Val d'Oise;ILE-DE-FRANCE;GUIRY-EN-VEXIN;2017;VAL D'OISE;01/02/2003;0;15231;15231;;
7817201;Musée de la Batellerie et des Voies Navigables;ILE-DE-FRANCE;CONFLANS-SAINTE-HONORINE;2017;YVELINES;01/02/2003;9496;3506;13002;;
7842001;Musée-Maison Maurice Ravel;ILE-DE-FRANCE;MONTFORT-L'AMAURY;2017;YVELINES;01/02/2003;1469;97;1566;;
7849801;Musée du Jouet Pierre Pinel;ILE-DE-FRANCE;POISSY;2017;YVELINES;01/02/2003;358;3867;4225;;
7851702;Musée Rambolitrain;ILE-DE-FRANCE;RAMBOUILLET;2017;YVELINES;01/02/2003;2852;16377;19229;;
7855102;Musée Municipal - Collections Paul et André Véra;ILE-DE-FRANCE;SAINT-GERMAIN-EN-LAYE;2017;YVELINES;01/02/2003;0;9227;9227;;
7857501;Collections de la Fondation de Coubertin;ILE-DE-FRANCE;SAINT-REMY-LES-CHEVREUSE;2017;YVELINES;01/02/2003;682;312;994;;
7864601;Musée Lambinet;ILE-DE-FRANCE;VERSAILLES;2017;YVELINES;01/02/2003;9196;8475;17671;;
9720902;Musée Régional d'Histoire et d'Ethnologie;MARTINIQUE;FORT-DE-FRANCE;2017;MARTINIQUE;01/02/2003;557;3354;3911;;
9722501;Musée Volcanologique Franck Arnold Perret;MARTINIQUE;SAINT-PIERRE;2017;MARTINIQUE;01/02/2003;15873;0;15873;;
1404701;Tapisserie de Bayeux - MAHB Musée d'Art et d'Histoire Baron Gérard;NORMANDIE;BAYEUX;2017;CALVADOS;01/02/2003;18514;12138;30652;;
1405501;Musée Langlois;NORMANDIE;BEAUMONT-EN-AUGE;2017;CALVADOS;01/02/2003;;;;F;
1458201;Château de Saint-Germain de Livet;NORMANDIE;SAINT-GERMAIN DE LIVET;2017;CALVADOS;01/02/2003;8835;7193;16028;;
1475401;Paléospace / Musée Paléontologique;NORMANDIE;VILLERS-SUR-MER;2017;CALVADOS;01/02/2003;50543;7663;58206;;
2705601;Musée Municipal;NORMANDIE;BERNAY;2017;EURE;01/02/2003;1412;6758;8170;;
2718301;Musée Artisanal et Industriel d'Instruments à Vent;NORMANDIE;LA COUTURE-BOUSSEY;2017;EURE;01/02/2003;0;3449;3449;;
2737501;Musée Municipal;NORMANDIE;LOUVIERS;2017;EURE;01/02/2003;0;5738;5738;;
5014701;Musée Quesnel-Morinière;NORMANDIE;COUTANCES;2017;MANCHE;01/02/2003;6161;0;6161;;
5050203;Musée du Bocage Normand, ferme du bois Jugan;NORMANDIE;SAINT-LO;2017;MANCHE;01/02/2003;1265;3189;4454;;
5055101;Musée Barbey d'Aurevilly;NORMANDIE;SAINT-SAUVEUR-LE-VICOMTE;2017;MANCHE;01/02/2003;747;282;1029;;
5060101;Musée du Château;NORMANDIE;TORIGNI-SUR-VIRE;2017;MANCHE;01/02/2003;0;620;620;;
5061501;Musée Régional du Cidre et du Calvados;NORMANDIE;VALOGNES;2017;MANCHE;01/02/2003;1414;624;2038;;
5063901;Musée de la Poeslerie;NORMANDIE;VILLEDIEU-LES-POELES-ROUFFIGNY;2017;MANCHE;01/02/2003;4292;1527;5819;;
6100101;Musée des Beaux-Arts et de la Dentelle;NORMANDIE;ALENCON;2017;ORNE;01/02/2003;7965;6117;14082;;
6116901;Musée du Château de Flers;NORMANDIE;FLERS;2017;ORNE;11/11/2002;1439;6012;7451;;
6146401;Musée Départemental d'Art Sacré;NORMANDIE;SEES;2017;ORNE;01/02/2003;496;164;660;;
7623101;Musée d'Elbeuf;NORMANDIE;ELBEUF;2017;SEINE-MARITIME;01/02/2003;7272;18091;25363;;
7625501;Musée Louis-Philippe du Château d'Eu;NORMANDIE;EU;2017;SEINE-MARITIME;01/02/2003;14114;3728;17842;;
7625902;Musée des Arts & de l'Enfance;NORMANDIE;FECAMP;2017;SEINE-MARITIME;01/02/2003;;;;F;
7641201;Musée des Traditions et Arts Normands;NORMANDIE;MARTAINVILLE-EPREVILLE;2017;SEINE-MARITIME;01/02/2003;9731;14057;23788;;
7674201;Musée Victor Hugo;NORMANDIE;VILLEQUIER;2017;SEINE-MARITIME;01/02/2003;5193;6919;12112;;
1610202;Musée des Arts du Cognac (Annexe musée municipal);NOUVELLE-AQUITAINE;COGNAC;2017;CHARENTE;01/02/2003;6232;2044;8276;;
1729904;Musée National de la Marine;NOUVELLE-AQUITAINE;ROCHEFORT;2017;CHARENTE-MARITIME;06/01/2002;16134;11672;27806;;
1741501;Musée de l'Echevinage;NOUVELLE-AQUITAINE;SAINTES;2017;CHARENTE-MARITIME;01/02/2003;1507;3120;4627;;
1903101;Musée Labenche d'Art et d'Histoire;NOUVELLE-AQUITAINE;BRIVE-LA-GAILLARDE;2017;CORREZE;15/08/2002;1655;32820;34475;;
1927202;Musée de la Mémoire et des Industries Tullistes;NOUVELLE-AQUITAINE;TULLE;2017;CORREZE;18/04/2008;0;3707;3707;;
7932901;Musée Henri Barré;NOUVELLE-AQUITAINE;THOUARS;2017;DEUX-SEVRES;01/02/2003;534;2090;2624;;
2403701;Musée du Tabac;NOUVELLE-AQUITAINE;BERGERAC;2017;DORDOGNE;01/02/2003;4092;1298;5390;;
3306304;Musée d'Aquitaine;NOUVELLE-AQUITAINE;BORDEAUX;2017;GIRONDE;06/01/2002;47796;95653;143449;;
3306310;Musée Goupil;NOUVELLE-AQUITAINE;BORDEAUX;2017;GIRONDE;01/02/2003;;;;F;
3306306;Musée des Arts Décoratifs et du Design;NOUVELLE-AQUITAINE;BORDEAUX;2017;GIRONDE;01/02/2003;22651;49401;72052;;
3306309;Centre National Jean Moulin;NOUVELLE-AQUITAINE;BORDEAUX;2017;GIRONDE;01/02/2003;0;43741;43741;;
3335201;Musée Municipal;NOUVELLE-AQUITAINE;LA REOLE;2017;GIRONDE;01/02/2003;;;;F;
4028601;Musée Départemental de la Faïence et des Arts de la table;NOUVELLE-AQUITAINE;SAMADET;2017;LANDES;01/02/2003;2406;2351;4757;;
4716701;Musée du Liège et du Bouchon;NOUVELLE-AQUITAINE;MEZIN;2017;LOT ET GARONNE;05/07/2006;3330;820;4150;;
4719501;Musée du Château Henri IV;NOUVELLE-AQUITAINE;NERAC;2017;LOT ET GARONNE;01/02/2003;13768;3177;16945;;
8606603;Musée de la Moto, de l'Automobile et du Vélo;NOUVELLE-AQUITAINE;CHATELLERAULT;2017;VIENNE;01/02/2003;4574;7362;11936;;
8616502;Musée Municipal de la Maison-Dieu;NOUVELLE-AQUITAINE;MONTMORILLON;2017;VIENNE;01/02/2003;0;6575;6575;;
0921101;Musée d'Archéologie;OCCITANIE;MONTSEGUR;2017;ARIEGE;01/02/2003;15604;0;15604;;
0926801;Musée du Palais des Evêques;OCCITANIE;SAINT-LIZIER;2017;ARIEGE;01/02/2003;11121;1276;12397;;
1136901;Musée Archéologique;OCCITANIE;SALLELES D'AUDE;2017;AUDE;01/02/2003;6858;5920;12778;;
1208901;Musée Régional de Géologie Pierre Vetter;OCCITANIE;DECAZEVILLE;2017;AVEYRON;01/02/2003;;;;F;
1220201;Musée Fenaille;OCCITANIE;RODEZ;2017;AVEYRON;01/02/2003;21060;10972;32032;;
1225501;Musée du Charroi Rural et de l'Artisanat Traditionnel;OCCITANIE;SALMIECH;2017;AVEYRON;01/02/2003;0;1050;1050;;
3020202;Musée Départemental d'Art Sacré du Gard;OCCITANIE;PONT-SAINT-ESPRIT;2017;GARD;01/02/2003;169;8804;8973;;
3026901;Musée des Vallées Cévenoles;OCCITANIE;SAINT-JEAN DU GARD;2017;GARD;01/02/2003;7081;5167;12248;;
3033401;Musée Municipal Georges Borias;OCCITANIE;UZES;2017;GARD;01/02/2003;1408;1373;2781;;
3155507;Musée des Transports et des Communications;OCCITANIE;TOULOUSE;2017;HAUTE-GARONNE;01/02/2003;;;;F;
3155505;Musée Georges Labit;OCCITANIE;TOULOUSE;2017;HAUTE-GARONNE;01/02/2003;5868;22740;28608;;
3403203;Muséum d'Histoire Naturelle;OCCITANIE;BEZIERS;2017;HERAULT;01/02/2003;;;;F;
3411901;Musée de la Cloche et de la Sonnaille;OCCITANIE;HEREPIAN;2017;HERAULT;01/02/2003;2449;2042;4491;;
3415301;Maison des Consuls - Musée d’Arts et d’Archéologie;OCCITANIE;LES MATELLES;2017;HERAULT;01/02/2003;2284;1927;4211;;
3414501;Musée Louis Médard;OCCITANIE;LUNEL;2017;HERAULT;07/12/2016;0;6748;6748;;
3417203;Musée Fabre;OCCITANIE;MONTPELLIER;2017;HERAULT;06/01/2002;225213;27828;253041;;
4604201;Musée Henri Martin;OCCITANIE;CAHORS;2017;LOT;01/02/2003;;;;F;
4629901;Musée Départemental de Cuzals;OCCITANIE;SAULIAC-SUR-CELE;2017;LOT;01/02/2003;6167;3069;9236;;
4630901;Musée de l'Automate;OCCITANIE;SOUILLAC;2017;LOT;01/02/2003;12929;960;13889;;
4809501;Musée du Gévaudan;OCCITANIE;MENDE;2017;LOZERE;01/02/2003;;;;F;
6613602;Musée des Monnaies et Médailles Joseph Puig;OCCITANIE;PERPIGNAN;2017;PYRENEES ORIENTALES;01/02/2003;0;1424;1424;;
8109903;Musée de l'Abbaye Saint-Michel;OCCITANIE;GAILLAC;2017;TARN;01/02/2003;1534;737;2271;;
8114001;Musée du Pays Vaurais;OCCITANIE;LAVAUR;2017;TARN;01/02/2003;2154;3900;6054;;
8114501;Musée Raymond Lafage;OCCITANIE;LISLE-SUR-TARN;2017;TARN;01/02/2003;1460;5590;7050;;
4410902;Musée d'Art de Nantes;PAYS DE LA LOIRE;NANTES;2017;LOIRE-ATLANTIQUE;06/01/2002;194634;60323;254957;;
4902101;Musée Joseph Denais;PAYS DE LA LOIRE;BEAUFORT-EN-VALLEE;2017;MAINE-ET-LOIRE;06/10/2002;5720;2546;8266;;
4929201;Musée de la Vigne et du Vin d'Anjou;PAYS DE LA LOIRE;SAINT LAMBERT-DU-LATTAY - VAL-DU-LAYON;2017;MAINE-ET-LOIRE;17/06/2002;3627;795;4422;;
4935301;Musée de l'Ardoise;PAYS DE LA LOIRE;TRELAZE;2017;MAINE-ET-LOIRE;01/02/2003;8040;1050;9090;;
5312201;Musée Archéologique Départemental de Jublains;PAYS DE LA LOIRE;JUBLAINS;2017;MAYENNE;18/07/2002;18918;10564;29482;;
5314701;Musée du Château de Mayenne;PAYS DE LA LOIRE;MAYENNE;2017;MAYENNE;01/02/2003;10980;10651;21631;;
7218199;Musée Vert Véron-de-Forbonnais;PAYS DE LA LOIRE;LE MANS;2017;SARTHE;01/02/2003;12903;12789;25692;;
7218101;Musée de Tessé;PAYS DE LA LOIRE;LE MANS;2017;SARTHE;06/01/2002;17915;10670;28585;;
8508701;Centre Minier de Faymoreau;PAYS DE LA LOIRE;FAYMOREAU;2017;VENDEE;01/02/2003;;;;F;
8501201;Ecomusée du Marais Breton Vendéen;PAYS DE LA LOIRE;LA BARRE-DE-MONTS;2017;VENDEE;01/02/2003;6375;20190;26565;;
8504601;Musée ornithologique Charles-Payraudeau;PAYS DE LA LOIRE;LA-CHAIZE-LE-VICOMTE;2017;VENDEE;01/02/2003;259;302;561;;
8512901;Historial de la Vendée;PAYS DE LA LOIRE;LES LUCS-SUR-BOULOGNE;2017;VENDEE;01/02/2003;18952;37005;55957;;
6738801;Musée du Fer;ALSACE;REICHSHOFFEN;2001;BAS-RHIN;;677;250;927;;
6748202;Musée Archéologique;ALSACE;STRASBOURG;2001;BAS-RHIN;;17659;19630;37289;;
6748208;Musée Alsacien;ALSACE;STRASBOURG;2001;BAS-RHIN;;30837;27247;58084;;
6748203;Musée des Beaux-Arts;ALSACE;STRASBOURG;2001;BAS-RHIN;;20859;24760;45619;;
6754401;Musée Westercamp;ALSACE;WISSEMBOURG;2001;BAS-RHIN;;3598;526;4124;;
6806301;Musée de la Porte de Thann;ALSACE;CERNAY;2001;HAUT-RHIN;;1725;0;1725;;
6811201;Musée du Florival;ALSACE;GUEBWILLER;2001;HAUT-RHIN;;3334;2066;5400;;
6822408;Musée Historique;ALSACE;MULHOUSE;2001;HAUT-RHIN;;0;25390;25390;;
6822404;Musée EDF Electropolis;ALSACE;MULHOUSE;2001;HAUT-RHIN;;27931;5775;33706;;
6827702;Musée du Dolder;ALSACE;RIQUEWIHR;2001;HAUT-RHIN;;5424;640;6064;;
2432202;Musée Militaire - Souvenir du Périgord;AQUITAINE;PERIGUEUX;2001;DORDOGNE;;2516;0;2516;;
2458401;Musée d'Art et Traditions Populaires;AQUITAINE;VILLEFRANCHE-DE-LONCHAT;2001;DORDOGNE;;;;;F;
3339401;Musée d'Histoire et d'Archéologique;AQUITAINE;SAINT-EMILION;2001;GIRONDE;;;;;F;
4019401;Musée de la Chalosse;AQUITAINE;MONTFORT-EN-CHALOSSE;2001;LANDES;;7723;1579;9302;;
4715701;Musée Municipal Albert Marzelles;AQUITAINE;MARMANDE;2001;LOT ET GARONNE;;0;7630;7630;;
6444503;Musée National du Château;AQUITAINE;PAU;2001;PYRÉNÉES ATLANTIQUES;;57410;25920;83330;;
0307401;Musée Rural de la Sologne Bourbonnaise;AUVERGNE;BEAULON;2001;ALLIER;;100;0;100;;
6311303;Muséum d'Histoire Naturelle Henri-Lecoq;AUVERGNE;CLERMONT-FERRAND;2001;PUY DE DÔME;;2581;21839;24420;;
6324701;Musée des Peintres de l'Ecole de Murols;AUVERGNE;MUROL;2001;PUY DE DÔME;;3168;235;3403;;
6330002;Musée Francisque Mandet;AUVERGNE;RIOM;2001;PUY DE DÔME;;7822;0;7822;;
6347001;Musée Municipal Marcel Sahut;AUVERGNE;VOLVIC;2001;PUY DE DÔME;;1320;2170;3490;;
2105401;Musée du Vin de Bourgogne;BOURGOGNE;BEAUNE;2001;CÔTE D’OR;;29629;4260;33889;;
2123106;Musée de la Vie Bourguignonne, Perrin de Puycousin;BOURGOGNE;DIJON;2001;CÔTE D’OR;;6211;23602;29813;;
2160301;Musée Municipal;BOURGOGNE;SEMUR-EN-AUXOIS;2001;CÔTE D’OR;;2364;2951;5315;;
5808601;Musée de la Loire;BOURGOGNE;COSNE-SUR-LOIRE;2001;NIÈVRE;;997;1390;2387;;
7101404;Museum d'Histoire Naturelle Jacques de La Comble;BOURGOGNE;AUTUN;2001;SAONE ET LOIRE;;735;3720;4455;;
7154302;Musée Bourguignon -  Perrin de Puycousin;BOURGOGNE;TOURNUS;2001;SAONE ET LOIRE;;3756;0;3756;;
7154301;Hôtel Dieu - Musée Greuze;BOURGOGNE;TOURNUS;2001;SAONE ET LOIRE;;9610;2679;12289;;
8936801;Musée Colette;BOURGOGNE;SAINT-SAUVEUR-EN-PUISAYE;2001;YONNE;;11460;2773;14233;;
8944601;Musée Zervos - Maison Romain Rolland;BOURGOGNE;VEZELAY;2001;YONNE;;;;;F;
2205001;Musée du Château de Dinan;BRETAGNE;DINAN;2001;COTES D'ARMOR;;18578;5942;24520;;
2209301;Musée Mathurin Meheut;BRETAGNE;LAMBALLE;2001;COTES D'ARMOR;;5901;0;5901;;
2227801;Musée d'Art et d'Histoire;BRETAGNE;SAINT-BRIEUC;2001;COTES D'ARMOR;;0;17127;17127;;
2904601;Le Port-Musée;BRETAGNE;DOUARNENEZ;2001;FINISTERE;;32083;0;32083;;
3519401;Musée de la Faucillonnaie;BRETAGNE;MONTREUIL-SOUS-PEROUSE;2001;ILE ET VILAINE;;2221;712;2933;;
3523801;Musée de Bretagne;BRETAGNE;RENNES;2001;ILE ET VILAINE;;14455;5875;20330;;
3528801;Musée International du Long-Cours Cap-Hornier;BRETAGNE;SAINT-MALO;2001;ILE ET VILAINE;;9038;3558;12596;;
3536003;Musée des Rochers-Sévigné;BRETAGNE;VITRE;2001;ILE ET VILAINE;;9505;1410;10915;;
3536001;Musée Saint-Nicolas;BRETAGNE;VITRE;2001;ILE ET VILAINE;;2723;406;3129;;
5603401;Musée de Préhistoire J. Miln- Z. Le-Rouzic;BRETAGNE;CARNAC;2001;MORBIHAN;;26794;5962;32756;;
5622801;Musée de la Résistance Bretonne;BRETAGNE;SAINT-MARCEL - MALESTROIT;2001;MORBIHAN;;35924;6671;42595;;
1814101;Musée du Château Charles VII;CENTRE;MEHUN-SUR-YEVRE;2001;CHER;;9300;0;9300;;
2808801;Musée des Beaux-Arts et d'Histoire Naturelle;CENTRE;CHATEAUDUN;2001;EURE ET LOIR;;6859;7967;14826;;
2819601;Musée Marcel Proust;CENTRE;ILLIERS-COMBRAY;2001;EURE ET LOIR;;4799;0;4799;;
3604401;Musées de Châteauroux - Hôtel Bertrand;CENTRE;CHATEAUROUX;2001;INDRE;;0;6369;6369;;
3711301;Musée de Préhistoire du Grand Pressigny;CENTRE;LE GRAND PRESSIGNY;2001;INDRE ET LOIRE;;10794;3980;14774;;
3713201;Musée Lansyer;CENTRE;LOCHES;2001;INDRE ET LOIRE;;2673;0;2673;;
3724101;Musée du Savignéen;CENTRE;SAVIGNE-SUR-LATHAN;2001;INDRE ET LOIRE;;1965;0;1965;;
3726103;Musée de l'Hôtel Goüin;CENTRE;TOURS;2001;INDRE ET LOIRE;;7101;0;7101;;
4126901;Musée de Vendôme;CENTRE;VENDOME;2001;LOIR ET CHER;;2484;8185;10669;;
4508201;Musée de la Marine de Loire;CENTRE;CHATEAUNEUF-SUR-LOIRE;2001;LOIRET;;10451;3933;14384;;
0819001;Musée de Givet;CHAMPAGNE-ARDENNES;GIVET;2001;ARDENNES;;;;;F;
1038704;Musée des Beaux-Arts (Musée Pic Saint-Loup);CHAMPAGNE-ARDENNES;TROYES;2001;AUBE;;4756;7510;12266;;"1038701 ; 1038704"
1038706;Musée d'Art Moderne;CHAMPAGNE-ARDENNES;TROYES;2001;AUBE;;14940;16210;31150;;
5206001;Musée Municipal;CHAMPAGNE-ARDENNES;BOURBONNE-LES-BAINS;2001;HAUTE-MARNE;;98;15;113;;
5110801;Musée Municipal;CHAMPAGNE-ARDENNES;CHALONS-EN-CHAMPAGNE;2001;MARNE;;6572;0;6572;;
5144501;Ecomusée de la Montagne de Reims;CHAMPAGNE-ARDENNES;POURCY;2001;MARNE;;1267;0;1267;;
5145405;Musée Hôtel le Vergeur;CHAMPAGNE-ARDENNES;REIMS;2001;MARNE;;8151;2466;10617;;
2505607;Muséum de Besançon;FRANCHE-COMTE;BESANCON;2001;DOUBS;;241840;0;241840;;
2505604;Musée Comtois;FRANCHE-COMTE;BESANCON;2001;DOUBS;;65213;0;65213;;
7012201;Musée Départemental Albert-et-Félicie Demard - ATP;FRANCHE-COMTE;CHAMPLITTE;2001;HAUTE-SAONE;;17873;0;17873;;
7031101;Musée de la Tour des Echevins;FRANCHE-COMTE;LUXEUIL-LES-BAINS;2001;HAUTE-SAONE;;544;575;1119;;
3901302;Musée de la Vigne et du Vin;FRANCHE-COMTE;ARBOIS;2001;JURA;;5099;1051;6150;;
3909701;Musée Municipal d'Archéologie;FRANCHE-COMTE;CHAMPAGNOLE;2001;JURA;;650;468;1118;;
9001001;Musée d'Art et d'Histoire;FRANCHE-COMTE;BELFORT;2001;TERRITOIRE DE BELFORT;;7427;5066;12493;;
9001002;Donation Maurice Jardot;FRANCHE-COMTE;BELFORT;2001;TERRITOIRE DE BELFORT;;7726;0;7726;;
9730901;Musée des Cultures Guyanaises;GUYANE;CAYENNE;2001;GUYANE;;0;5520;5520;;
9730201;Musée Territorial Alexandre Franconie;GUYANE;CAYENNE;2001;GUYANE;;6632;4460;11092;;
9111401;Musée Municipal Robert Dubois-Corneau;ILE-DE-FRANCE;BRUNOY;2001;ESSONNE;;353;1447;1800;;
9207101;Musée de l'Île-de-France;ILE-DE-FRANCE;SCEAUX;2001;HAUTS DE SEINE;;11800;21487;33287;;
9207201;Musée national de céramique de Sèvres;ILE-DE-FRANCE;SEVRES;2001;HAUTS DE SEINE;;18358;8939;27297;;
9207301;Musée René Sordes;ILE-DE-FRANCE;SURESNES;2001;HAUTS DE SEINE;;;;;F;
7510701;Musée de l'Armée;ILE-DE-FRANCE;PARIS;2001;PARIS;;1028711;0;1028711;;
7510501;Musée des Thermes et de l'Hôtel de Cluny (arts et techniques du Moyen-Age et de la Renaissance);ILE-DE-FRANCE;PARIS;2001;PARIS;;142603;120433;263036;;
7510808;Petit Palais, Musée des Beaux-Arts de la ville de Paris;ILE-DE-FRANCE;PARIS;2001;PARIS;;60093;39584;99677;;
7511616;Maison de Balzac;ILE-DE-FRANCE;PARIS;2001;PARIS;;16716;6973;23689;;
7511801;Musée de Montmartre;ILE-DE-FRANCE;PARIS;2001;PARIS;;37264;0;37264;;
7510608;Musée Zadkine;ILE-DE-FRANCE;PARIS;2001;PARIS;;9006;10780;19786;;
7511001;Musée de la Publicité (Union Centrale des Arts Décoratifs);ILE-DE-FRANCE;PARIS;2001;PARIS;;;;;;"7510102 ; 7510107 ; 7511001"
7510306;Musée Cognacq-Jay, Musée du XVIIIe siècle de la ville de Paris;ILE-DE-FRANCE;PARIS;2001;PARIS;;13919;19370;33289;;
7511201;Musée des Arts d'Afrique et d'Océanie;ILE-DE-FRANCE;PARIS;2001;PARIS;;110207;164333;274540;;
7510106;Musée du Louvre;ILE-DE-FRANCE;PARIS;2001;PARIS;;3325837;1838088;5163925;;
7713201;Maison Natale de Louis Braille;ILE-DE-FRANCE;COUPVRAY;2001;SEINE ET MARNE;;2479;497;2976;;
7718602;Musée d'Art et d'Histoire Militaire;ILE-DE-FRANCE;FONTAINEBLEAU;2001;SEINE ET MARNE;;1712;1416;3128;;
9403401;Ecomusée du Val de Bièvre;ILE-DE-FRANCE;FRESNES;2001;VAL DE MARNE;;0;10401;10401;;
9406801;Musée de Saint-Maur - Villa Médicis;ILE-DE-FRANCE;LA VARENNE-SAINT-HILAIRE;2001;VAL DE MARNE;;0;15743;15743;;
9407901;Musée Emile Jean;ILE-DE-FRANCE;VILLIERS-SUR-MARNE;2001;VAL DE MARNE;;0;300;300;;
9520501;Musée de la Renaissance - Château d'Ecouen;ILE-DE-FRANCE;ECOUEN;2001;VAL D'OISE;;17312;35780;53092;;
9529501;Musée Archéologique du Val d'Oise;ILE-DE-FRANCE;GUIRY-EN-VEXIN;2001;VAL D'OISE;;20912;0;20912;;
9531301;Musée d'Art et d'Histoire Louis Senlecq;ILE-DE-FRANCE;L'ISLE-ADAM;2001;VAL D'OISE;;2609;11793;14402;;
9535101;Musée intercommunal d’histoire et d’archéologie de Louvres;ILE-DE-FRANCE;ROISSY-EN-FRANCE;2001;VAL D'OISE;;;;;F;
7835601;Musée National de Port Royal des Champs;ILE-DE-FRANCE;MAGNY-LES-HAMEAUX;2001;YVELINES;;4589;4814;9403;;
7849802;Musée d'Art et d'Histoire;ILE-DE-FRANCE;POISSY;2001;YVELINES;;0;640;640;;
7855102;Musée Municipal;ILE-DE-FRANCE;SAINT-GERMAIN-EN-LAYE;2001;YVELINES;;;;;F;
7855101;Musée Départemental Maurice Denis;ILE-DE-FRANCE;SAINT-GERMAIN-EN-LAYE;2001;YVELINES;;20155;1474;21629;;
7864601;Musée Lambinet;ILE-DE-FRANCE;VERSAILLES;2001;YVELINES;;5670;6132;11802;;
9741102;Muséum d'Histoire Naturelle;LA REUNION;SAINT-DENIS DE LA REUNION;2001;REUNION;;7761;16268;24029;;
3000702;Musée du Colombier;LANGUEDOC-ROUSSILLON;ALES;2001;GARD;;0;8210;8210;;
3018901;Musée d'Histoire Naturelle et de Préhistoire;LANGUEDOC-ROUSSILLON;NIMES;2001;GARD;;32266;0;32266;;
3018905;Musée des Beaux-Arts;LANGUEDOC-ROUSSILLON;NIMES;2001;GARD;;1978;1908;3886;;
3020201;Musée Paul Raymond;LANGUEDOC-ROUSSILLON;PONT-SAINT-ESPRIT;2001;GARD;;938;280;1218;;
3035101;Musée Pierre de Luxembourg;LANGUEDOC-ROUSSILLON;VILLENEUVE-LES-AVIGNON;2001;GARD;;5561;2159;7720;;
3411901;Musée de la Cloche et de la Sonnaille;LANGUEDOC-ROUSSILLON;HEREPIAN;2001;HERAULT;;10185;967;11152;;
3417203;Musée Fabre;LANGUEDOC-ROUSSILLON;MONTPELLIER;2001;HERAULT;;48619;37069;85688;;
3419901;Musée de Vulliod Saint-Germain;LANGUEDOC-ROUSSILLON;PEZENAS;2001;HERAULT;;3570;2598;6168;;
6604902;Musée départemental d'Art Moderne;LANGUEDOC-ROUSSILLON;CERET;2001;PYRENEES ORIENTALES;;45816;15332;61148;;
6618101;Musée de Cerdagne;LANGUEDOC-ROUSSILLON;SAINTE-LEOCADIE;2001;PYRENEES ORIENTALES;;3896;601;4497;;
5745601;Maison du Verre et du Cristal;LORRAINE;MEISENTHAL;2001;MOSELLE;;16066;375;16441;;
5746302;Musées de la Cour d'Or;LORRAINE;METZ;2001;MOSELLE;;14972;30669;45641;;
8816001;Musée Départemental d'Art Ancien et Contemporain;LORRAINE;EPINAL;2001;VOSGES;;14830;16125;30955;;
8830401;Musée de la Lutherie;LORRAINE;MIRECOURT;2001;VOSGES;;7413;2395;9808;;
0912201;Musée Départemental de l'Ariège;MIDI-PYRENEES;FOIX;2001;ARIEGE;;80909;0;80909;;
1209602;Musée Joseph Vaylet;MIDI-PYRENEES;ESPALION;2001;AVEYRON;;11099;0;11099;;"1209601 ; 1209602"
1214501;Musée Municipal de Millau;MIDI-PYRENEES;MILLAU;2001;AVEYRON;;18508;3684;22192;;
3220801;Musée d'Archéologie;MIDI-PYRENEES;LECTOURE;2001;GERS;;4597;174;4771;;
3155503;Musée Paul Dupuy;MIDI-PYRENEES;TOULOUSE;2001;HAUTE-GARONNE;;7807;4225;12032;;
6544001;Musée Massey;MIDI-PYRENEES;TARBES;2001;HAUTES-PYRENEES;;1850;1414;3264;;
4618201;"Musée Archéologique ""Armand-Viré""";MIDI-PYRENEES;LUZECH;2001;LOT;;;;;NC;
8109101;Musée du Protestantisme en Haut-Languedoc;MIDI-PYRENEES;FERRIERES;2001;TARN;;1231;0;1231;;
8109903;Musée de l'Abbaye Saint-Michel;MIDI-PYRENEES;GAILLAC;2001;TARN;;4528;1519;6047;;
8111501;Musée Départemental du Textile;MIDI-PYRENEES;LA-BASTIDE-ROUAIROUX;2001;TARN;;3171;1235;4406;;
8200801;Musée du Vieil Auvillar;MIDI-PYRENEES;AUVILLAR;2001;TARN-ET-GARONNE;;4001;940;4941;;
8212102;Musée Ingres;MIDI-PYRENEES;MONTAUBAN;2001;TARN-ET-GARONNE;;15614;19038;34652;;
5901401;Musée Théophile Jouglet;NORD-PAS-DE-CALAIS;ANZIN;2001;NORD;;0;2532;2532;;
5909201;Musée de l'Ostrevant;NORD-PAS-DE-CALAIS;BOUCHAIN;2001;NORD;;323;174;497;;
5918304;Musée d'Art Contemporain;NORD-PAS-DE-CALAIS;DUNKERQUE;2001;NORD;;;;;F;
